"entity_id","entity_type","preferred_name","aliases","languages","parent_entity","applications","candidate_markets","evidence_status","evidence_visibility","evidence_sources","last_verified","owner_url","supporting_urls","mention_urls","current_index_status","commercial_value","entity_readiness","content_gaps","conflicts","recommended_action","decision_reason"
"family-horizontal-water","PRODUCT_FAMILY","Horizontal water-cooled engine family","water-cooled horizontal","en | es | pt | ru | ar","family-horizontal-engine","app-work-motorcycle","","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/products | repo:en/product-detail.html","2026-07-29","https://chixiangmotor.com/en/products","https://chixiangmotor.com/es/products | https://chixiangmotor.com/pt/products | https://chixiangmotor.com/ru/products | https://chixiangmotor.com/ar/products","https://chixiangmotor.com/en/horizontal-engine","INDEXABLE_SECTION","LOW","NEEDS_EVIDENCE","Provide exact models, specifications, images, applications, and commercial validation.","The indexed horizontal owner heading combines air- and water-cooled series but its table describes air-cooled engines.","DO_NOT_BUILD_YET","Current content is insufficient for a standalone indexable entity."
"family-tsunami-water","PRODUCT_FAMILY","Tsunami water-cooled engine family","Tsunami dual-cooling | 海啸系列","en | es | pt | ru | ar","family-motorcycle-engines","app-cargo-tricycle | app-work-motorcycle","","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/products | repo:en/product-detail.html","2026-07-29","https://chixiangmotor.com/en/products","https://chixiangmotor.com/es/products | https://chixiangmotor.com/pt/products | https://chixiangmotor.com/ru/products | https://chixiangmotor.com/ar/products","","INDEXABLE_SECTION","MEDIUM","NEEDS_EVIDENCE","Provide approved series naming, factory specs, distinct images, applications, and demand evidence.","The series exists mainly as a catalog card and no canonical family owner contains a complete evidence set.","DO_NOT_BUILD_YET","Retain in the catalog until it can be distinguished from CG water-cooled and automatic-clutch variants."
"family-hanwei-water","PRODUCT_FAMILY","Hanwei heavy-duty water-cooled engine family","HW Water | Hanwei | 捍威系列","en | es | pt | ru | ar","family-motorcycle-engines","app-cargo-tricycle","market-peru | market-central-asia | market-uzbekistan","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/en/products | https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/ | Phase4:P4-UZ-01","2026-07-29","https://chixiangmotor.com/en/products","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/","","INDEXABLE_SECTION","HIGH","NEEDS_EVIDENCE","Verify HW200-HW350 model list, heavy-duty claims, reverse configuration, and factory specifications.","Regional pages use CG Heavy or HW naming inconsistently and reverse claims vary by family.","ENHANCE_EXISTING","Clarify this family in the current catalog and market pages before deciding on a dedicated URL."
"family-auto-clutch","PRODUCT_FAMILY","Automatic-clutch engine family","automatic centrifugal clutch | 海啸自动离合","en | es | pt | ru | ar","family-motorcycle-engines","app-work-motorcycle | app-cargo-tricycle","","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/products | repo:en/product-detail.html","2026-07-29","https://chixiangmotor.com/en/products","https://chixiangmotor.com/es/products | https://chixiangmotor.com/pt/products | https://chixiangmotor.com/ru/products | https://chixiangmotor.com/ar/products","","INDEXABLE_SECTION","LOW","NEEDS_EVIDENCE","Provide exact model codes, technical differentiation, applications, and buyer demand.","Only catalog and noindex utility content currently describe the family.","DO_NOT_BUILD_YET","Do not create a thin entity page from a configuration label alone."
"family-engine-parts","PRODUCT_FAMILY","Motorcycle engine parts","engine spares | aftermarket parts","en | es | pt | ru | ar","brand-chixiang-motor","app-replacement-aftermarket","market-russia | market-peru | market-colombia | market-central-asia","VERIFIED","PUBLIC","https://chixiangmotor.com/en/engine-parts | https://chixiangmotor.com/en/products","2026-07-29","https://chixiangmotor.com/en/engine-parts","https://chixiangmotor.com/es/repuestos-motor | https://chixiangmotor.com/pt/pecas-de-motor | https://chixiangmotor.com/ru/zapchasti-dvigatelya | https://chixiangmotor.com/ar/engine-parts","https://chixiangmotor.com/es/colombia/ | https://chixiangmotor.com/es/peru/","INDEXABLE_OWNER","HIGH","READY","Map parts to confirmed engine codes and separate genuine factory parts from generic compatibility language.","Genuine and full-range language is not accompanied by a searchable part-number system.","ENHANCE_EXISTING","The existing multilingual family owners are suitable; improve evidence and mapping rather than add category clones."
"family-complete-motorcycles","PRODUCT_FAMILY","Complete motorcycles","motorcycles | complete vehicles","en | es | pt | ru | ar","brand-chixiang-motor","app-work-motorcycle","","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/products","2026-07-29","https://chixiangmotor.com/en/products","https://chixiangmotor.com/es/products | https://chixiangmotor.com/pt/products | https://chixiangmotor.com/ru/products | https://chixiangmotor.com/ar/products","https://chixiangmotor.com/en/","INDEXABLE_SECTION","LOW","NEEDS_EVIDENCE","Provide a verified vehicle lineup, homologation scope, model ownership, and commercial priority.","The project strategy is engine-led, while the catalog also presents complete vehicles without a dedicated evidence model.","DO_NOT_BUILD_YET","Do not expand complete-vehicle pages until the business scope and evidence are confirmed."
"family-cargo-tricycles","PRODUCT_FAMILY","Cargo tricycles","utility tricycles | trimotos de carga","en | es | pt | ru | ar","brand-chixiang-motor","app-cargo-tricycle","market-peru | market-central-asia | market-uzbekistan","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/en/products | Phase4:P4-PE-01 | Phase4:P4-UZ-01","2026-07-29","https://chixiangmotor.com/en/products","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/","https://chixiangmotor.com/en/","INDEXABLE_SECTION","MEDIUM","NEEDS_EVIDENCE","Confirm whether Chixiang sells complete tricycles, engines for tricycles, or both, and document vehicle models and approvals.","Current wording can blur complete-vehicle supply with engine application.","DO_NOT_BUILD_YET","Keep as a catalog/application concept until the commercial entity is unambiguous."
"model-ac320-175mn","PRODUCT_MODEL","AC320 ATV engine","175MN | AC320 CVT engine","en","family-motorcycle-engines","app-atv-utv","","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/products | repo:en/product-detail.html","2026-07-29","https://chixiangmotor.com/en/products","","","INDEXABLE_SECTION","MEDIUM","NEEDS_EVIDENCE","Verify model naming, patent claim, performance data, compliance, integration requirements, and supply status.","The marketing name AC320 and engine model 175MN are not explained as one identity on an indexable owner page.","DO_NOT_BUILD_YET","A standalone product page would be premature without approved technical and commercial evidence."
"model-cg125","PRODUCT_MODEL","CG125","CX156FMI","en | es | pt | ru | ar","family-cg-air","app-work-motorcycle | app-replacement-aftermarket","market-colombia | market-central-asia","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/en/cg-engine | Phase4:P4-CO-09 | Phase4:P4-CO-10","2026-07-29","https://chixiangmotor.com/en/cg-engine","https://chixiangmotor.com/es/colombia/","https://chixiangmotor.com/en/products","INDEXABLE_SECTION","MEDIUM","NEEDS_EVIDENCE","Confirm current availability, configuration variants, price/MOQ, and market demand.","Colombia evidence is parts-led and does not verify complete-engine demand.","DO_NOT_BUILD_YET","Keep under the CG family and Colombia qualification content; do not create a dedicated model URL yet."
"model-cg150","PRODUCT_MODEL","CG150","CX162FMJ","en | es | pt | ru | ar","family-cg-air","app-work-motorcycle | app-cargo-tricycle | app-replacement-aftermarket","market-peru | market-colombia | market-central-asia","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/en/cg-engine | Phase4:P4-PE-07 | Phase4:P4-CO-11","2026-07-29","https://chixiangmotor.com/en/cg-engine","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/es/colombia/ | https://chixiangmotor.com/ru/central-asia/","https://chixiangmotor.com/en/products","INDEXABLE_SECTION","HIGH","NEEDS_CONTENT","Add configuration and application comparison while preserving compatibility qualification.","Peru evidence supports visible supply but not Chixiang fit or wholesale volume; Colombia remains parts-led.","ENHANCE_EXISTING","CG150 merits stronger sections on current owners, not a new model page before demand and inquiry data are available."
"model-cg175","PRODUCT_MODEL","CG175","CX162FMK","en | es | pt | ru | ar","family-cg-air","app-work-motorcycle","","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/cg-engine","2026-07-29","https://chixiangmotor.com/en/cg-engine","","https://chixiangmotor.com/en/products","INDEXABLE_SECTION","LOW","NEEDS_EVIDENCE","Confirm availability, commercial use, differentiated configuration, and market demand.","No decision-critical market evidence was found in the frozen research set.","DO_NOT_BUILD_YET","The family table is sufficient until commercial evidence exists."
"model-cg200","PRODUCT_MODEL","CG200","CX163FML","en | es | pt | ru | ar","family-cg-air","app-work-motorcycle | app-cargo-tricycle | app-replacement-aftermarket","market-peru | market-colombia | market-central-asia","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/en/cg-engine | Phase4:P4-PE-04 | Phase4:P4-PE-05 | Phase4:P4-PE-06","2026-07-29","https://chixiangmotor.com/en/cg-engine","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/","https://chixiangmotor.com/en/products | https://chixiangmotor.com/es/colombia/","INDEXABLE_SECTION","HIGH","NEEDS_CONTENT","Clarify motorcycle versus cargo variants, shaft/interface requirements, and commercial proof.","Peru sources show retail-visible supply and parts, not Chixiang compatibility or wholesale demand volume.","ENHANCE_EXISTING","CG200 is a priority entity for current pages; a dedicated URL remains gated by inquiry and search data."
"model-cg250","PRODUCT_MODEL","CG250","CX167FMM","en | es | pt | ru | ar","family-cg-air","app-work-motorcycle | app-cargo-tricycle","market-peru | market-central-asia","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/en/cg-engine | Phase4:P4-PE-04 | Phase4:P4-PE-08","2026-07-29","https://chixiangmotor.com/en/cg-engine","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/","https://chixiangmotor.com/en/products","INDEXABLE_SECTION","MEDIUM","NEEDS_EVIDENCE","Confirm market demand, exact cargo configuration, and availability.","Marketplace and parts signals do not establish B2B demand or compatibility.","DO_NOT_BUILD_YET","Retain under the family owner until evidence improves."
"model-cg150sb","PRODUCT_MODEL","CG150SB","CG150B","en | es | pt | ru | ar","family-cg-water","app-work-motorcycle | app-cargo-tricycle","market-peru | market-central-asia","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/cg-engine | repo:js/latam-cg-products.js","2026-07-29","https://chixiangmotor.com/en/cg-engine","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/","","INDEXABLE_SECTION","MEDIUM","CONFLICTING","Resolve CG150B versus CG150SB naming and confirm technical configuration.","Peru data uses CG150B while the indexed family table uses CG150SB.","NEEDS_EVIDENCE","Do not create a model page while its preferred identifier is unresolved."
"model-cg175sb","PRODUCT_MODEL","CG175SB","","en | es | pt | ru | ar","family-cg-water","app-work-motorcycle | app-cargo-tricycle","market-peru | market-central-asia","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/cg-engine | repo:js/latam-cg-products.js","2026-07-29","https://chixiangmotor.com/en/cg-engine","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/","","INDEXABLE_SECTION","LOW","NEEDS_EVIDENCE","Confirm current supply, configuration, and commercial priority.","No decision-critical external demand evidence is recorded.","DO_NOT_BUILD_YET","Keep as a family-table model only."
"model-cg200sb","PRODUCT_MODEL","CG200SB","","en | es | pt | ru | ar","family-cg-water","app-cargo-tricycle","market-peru | market-central-asia","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/cg-engine | repo:js/latam-cg-products.js","2026-07-29","https://chixiangmotor.com/en/cg-engine","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/","","INDEXABLE_SECTION","MEDIUM","NEEDS_EVIDENCE","Confirm reverse, shaft, cooling package, and vehicle interfaces.","Market pages correctly require configuration checks; no universal cargo-tricycle fit is established.","DO_NOT_BUILD_YET","A standalone model page would overstate readiness."
"model-cg250sb","PRODUCT_MODEL","CG250SB","","en | es | pt | ru | ar","family-cg-water","app-cargo-tricycle","market-peru | market-central-asia | market-uzbekistan","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/en/cg-engine | Phase4:P4-UZ-01","2026-07-29","https://chixiangmotor.com/en/cg-engine","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/","","INDEXABLE_SECTION","MEDIUM","NEEDS_EVIDENCE","Confirm fit, configuration, and whether vehicle-ecosystem evidence translates into engine-only demand.","Uzbekistan evidence concerns a 250cc water-cooled cargo tricycle, not this Chixiang model.","DO_NOT_BUILD_YET","Use as a qualified candidate, not a proven Uzbekistan product entity."
"model-cb150","PRODUCT_MODEL","CB150","","en | es | pt | ru | ar","family-cb-engine","app-work-motorcycle | app-offroad","market-russia","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/cb-engine | https://chixiangmotor.com/ru/russia/","2026-07-29","https://chixiangmotor.com/en/cb-engine","https://chixiangmotor.com/ru/russia/","https://chixiangmotor.com/en/products","INDEXABLE_SECTION","MEDIUM","NEEDS_EVIDENCE","Confirm current configurations and Russia-specific demand.","Phase 4 treated CB/pit-bike 140-150 as a lower-confidence qualification direction.","DO_NOT_BUILD_YET","Keep within the CB family and Russia market owner."
"model-cb200-c","PRODUCT_MODEL","CB200-C","CB200","en | es | pt | ru | ar","family-cb-engine","app-work-motorcycle | app-offroad","market-russia","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/cb-engine | https://chixiangmotor.com/ru/russia/","2026-07-29","https://chixiangmotor.com/en/cb-engine","https://chixiangmotor.com/ru/russia/","https://chixiangmotor.com/en/products","INDEXABLE_SECTION","MEDIUM","NEEDS_EVIDENCE","Confirm the C suffix, configuration, and market demand.","The model is first-party content only; no decision-critical external Russia evidence was recorded.","DO_NOT_BUILD_YET","Family ownership is adequate."
"model-cb250","PRODUCT_MODEL","CB250","","en | es | pt | ru | ar","family-cb-engine","app-work-motorcycle | app-offroad","market-russia","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/cb-engine | https://chixiangmotor.com/ru/russia/","2026-07-29","https://chixiangmotor.com/en/cb-engine","https://chixiangmotor.com/ru/russia/","https://chixiangmotor.com/en/products","INDEXABLE_SECTION","MEDIUM","NEEDS_EVIDENCE","Confirm current configuration, compliance, and demand.","No decision-critical external Russia evidence was recorded for this exact model.","DO_NOT_BUILD_YET","Family ownership is adequate."
"model-152fmh","PRODUCT_MODEL","152FMH","CX152FMH-5B | CX152FMH-6","en | ru","family-horizontal-air","app-work-motorcycle | app-atv-utv","market-russia","CONFLICTING","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/en/horizontal-engine | https://chixiangmotor.com/ru/gorizontalnyj-dvigatel | Phase4:P4-RU-04 | Phase4:P4-RU-05","2026-07-29","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","https://chixiangmotor.com/en/horizontal-engine","https://chixiangmotor.com/ru/russia/","INDEXABLE_MARKET_OWNER","HIGH","CONFLICTING","Approve the exact code-to-displacement mapping and distinguish 152FMH from 152FMI.","English table repeats 152FMH variants across 110, 125, and 130 labels; Phase 4 public sources describe 152FMI rather than 152FMH.","NEEDS_EVIDENCE","Keep the Russian page but do not amplify the model entity until factory data resolves the code conflict."
"model-153fmi","PRODUCT_MODEL","153FMI","","ru","family-horizontal-air","app-offroad","market-russia","SUPPORTED","PUBLIC","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","2026-07-29","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","","https://chixiangmotor.com/ru/russia/","INDEXABLE_MARKET_OWNER","MEDIUM","NEEDS_EVIDENCE","Provide an approved technical sheet and independent terminology evidence.","The model is not represented on the English family owner and current evidence is first-party only.","ENHANCE_EXISTING","Retain the current market-page section; do not build a separate URL."
"model-154fmi","PRODUCT_MODEL","154FMI","","ru","family-horizontal-air","app-offroad | app-atv-utv","market-russia","SUPPORTED","PUBLIC","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","2026-07-29","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","","https://chixiangmotor.com/ru/russia/","INDEXABLE_MARKET_OWNER","MEDIUM","NEEDS_EVIDENCE","Provide approved specifications and qualify named-platform references.","KAYO and BSE mentions are not compatibility proof.","ENHANCE_EXISTING","Retain the market-page section with explicit compatibility qualification."
"model-1p56fmj","PRODUCT_MODEL","1P56FMJ","YX140 | 140cc horizontal","ru","family-horizontal-air","app-offroad | app-atv-utv","market-russia","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel | Phase4:P4-RU-01 | Phase4:P4-RU-02 | Phase4:P4-RU-03 | Phase4:P4-RU-08","2026-07-29","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","https://chixiangmotor.com/ru/russia/","https://chixiangmotor.com/en/horizontal-engine","INDEXABLE_MARKET_OWNER","HIGH","NEEDS_CONTENT","Add an approved technical table, fit-check requirements, and supply confirmation.","Retailer and manual evidence supports terminology and visible supply, not national demand or universal fit.","ENHANCE_EXISTING","This is the strongest Russia horizontal model candidate, but the existing landing page should be strengthened before any new page."
"app-work-motorcycle","APPLICATION","Street, commuter, and work motorcycles","utility motorcycle | daily-use motorcycle | moto de trabajo","en | es | pt | ru | ar","","family-cg-air | family-cb-engine | family-horizontal-air","market-peru | market-colombia | market-russia | market-central-asia","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/products | https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/es/colombia/","2026-07-29","https://chixiangmotor.com/en/products","https://chixiangmotor.com/en/cg-engine | https://chixiangmotor.com/en/cb-engine | https://chixiangmotor.com/en/horizontal-engine","https://chixiangmotor.com/en/","INDEXABLE_SECTION","HIGH","NEEDS_CONTENT","Define selection factors by displacement, load, cooling, frame, and transmission.","Generic application wording is broad and not a compatibility guarantee.","ENHANCE_EXISTING","Application comparison should strengthen current family owners, not become a generic doorway page."
"app-cargo-tricycle","APPLICATION","Cargo-tricycle engine applications","trimoto de carga | грузовой трицикл | tricycle engine","en | es | pt | ru | ar","","family-cg-water | family-hanwei-water | family-cg-air","market-peru | market-central-asia | market-uzbekistan","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/en/products | https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/ | Phase4:P4-PE-01 | Phase4:P4-UZ-01","2026-07-29","https://chixiangmotor.com/en/products","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/ | https://chixiangmotor.com/en/air-cooled-vs-water-cooled-motorcycle-engine","https://chixiangmotor.com/en/","INDEXABLE_SECTION","HIGH","NEEDS_CONTENT","Create a clear application comparison using load, duty cycle, cooling, reverse, shaft, mounting, and vehicle-interface requirements.","Vehicle ecosystem evidence does not prove any exact Chixiang engine fits a named tricycle.","ENHANCE_EXISTING","This is a strong cross-family application, but content and engineering qualification must precede a dedicated page decision."
